3.947	11.448
8.031	12.613
16.791	23.225
19.500	25.622
23.082	28.623
26.286	30.025
28.342	32.139
30.449	35.745
34.283	37.678
31.471	38.322
39.837	47.563
45.990	49.752
46.271	50.825
54.519	61.889
58.937	63.460
57.895	65.895
63.079	66.499
55.347	67.098
60.666	67.710
60.540	69.026
62.210	69.125
63.871	69.771
64.861	70.004
66.813	74.107
68.909	74.744
70.694	76.964
74.031	77.146
72.854	77.310
70.802	78.417
75.330	79.446
79.230	81.202
79.811	82.908
82.045	84.280
89.459	97.751
100.351	106.965
106.346	110.210
107.945	112.482
108.464	114.355
113.063	116.866
114.700	118.810
116.425	119.230
116.950	121.897
122.404	130.803
129.638	131.440
122.342	131.605
124.460	131.655
124.502	132.216
130.632	132.819
130.912	135.343
126.043	135.461
136.623	145.337
140.432	147.888
146.891	149.870
148.156	153.232
147.952	155.637
148.555	156.515
154.109	158.716
158.627	160.712
159.000	164.165
165.353	172.103
166.871	174.310
167.048	174.929
169.331	177.692
168.360	177.819
172.841	178.339
183.360	189.410
192.074	198.478
196.014	202.637
196.040	203.872
194.684	205.516
204.286	212.550
204.112	212.592
208.664	213.342
215.749	222.763
214.740	223.088
219.695	224.460
217.815	226.100
222.875	228.273
233.519	239.809
233.460	243.385
236.957	245.386
252.247	258.318
252.540	259.215
257.750	260.734
263.979	271.007
270.848	273.421
271.244	275.141
277.261	284.851
276.530	286.309
283.920	286.869
283.517	287.999
279.747	289.680
286.309	292.175
289.689	294.217
292.935	296.934
298.133	304.840
298.242	305.024
299.010	305.316
310.462	315.681
311.296	318.405
314.797	319.162
317.103	321.646
318.159	324.000
322.547	326.284
325.024	327.896
323.371	329.442
326.007	334.378
335.631	343.402
347.110	357.343
356.939	358.268
352.371	358.947
359.832	366.912
365.066	369.582
365.540	371.445
366.456	375.130
374.149	376.241
384.191	392.437
390.363	397.003
397.218	405.982
401.199	406.562
398.466	406.899
404.277	407.981
406.324	408.097
406.143	409.584
402.653	409.630
402.074	410.891
406.436	414.505
411.044	416.332
412.941	419.482
412.508	420.459
419.280	421.190
415.771	421.318
413.651	421.470
419.118	421.510
429.025	435.638
430.493	436.247
430.508	437.666
442.621	449.931
445.659	453.594
447.041	454.300
446.823	454.496
451.479	454.504
447.727	455.394
453.435	456.087
455.077	460.498
457.375	462.758
461.251	464.074
461.264	466.103
463.538	466.821
466.452	469.227
466.933	473.261
467.558	475.195
473.084	475.614
468.241	476.855
486.076	492.287
484.798	492.330
484.884	492.946
485.016	496.071
496.902	505.332
500.594	507.323
501.727	509.210
500.509	509.338
507.462	509.955
509.589	511.100
506.539	511.246
508.689	512.562
510.924	520.548
515.592	523.627
519.912	523.961
520.414	526.293
525.096	528.933
532.089	538.479
531.968	540.566
527.169	541.437
532.015	541.665
549.958	556.483
559.880	565.940
563.903	569.099
566.540	571.815
569.868	572.852
567.322	574.213
572.373	576.723
575.374	578.896
575.410	581.424
577.766	582.997
578.423	585.119
